Description,Product Type,Family Product
"BOB FQ DEC 2,65 SAE1006 OL",BOBINA FQ DECOL,BOBINA
"BOB FQ DEC 2,65 SAE1006 OL LA",BOBINA FQ DECOL,BOBINA
"BOB FQ DEC 2,65 SAE1008 OL",BOBINA FQ DECOL,BOBINA
"BOB FQ DEC 2,65 SAE1008 OL ACAB",BOBINA FQ DECOL,BOBINA
"BOB FQ DEC 2,65 SAE1010 OL",BOBINA FQ DECOL,BOBINA
"BOB FQ DEC 2,65 SAE1035 OL",BOBINA FQ DECOL,BOBINA
"BOB FQ DEC 2,65 SAE1035 OL ACAB",BOBINA FQ DECOL,BOBINA
"BOB FQ DEC 2,65 SAE1045 OL",BOBINA FQ DECOL,BOBINA
"BOB FQ DEC 2,65 SAE1045 OL",BOBINA FQ DECOL,BOBINA
"BOB FQ DEC 2,65 SAE1050 OL",BOBINA FQ DECOL,BOBINA
"BOB FQ DEC 2,65 SAE1050 OL ACAB",BOBINA FQ DECOL,BOBINA
"BOB FQ DEC 2,65 SAE1070 OL",BOBINA FQ DECOL,BOBINA
"BOB FQ DEC 2,65 SAE1070 OL ACAB",BOBINA FQ DECOL,BOBINA
"BOB FQ DEC 2,65 SAE1075 OL",BOBINA FQ DECOL,BOBINA
"BOB FQ DEC 2,65 SAE1075 OL ACAB",BOBINA FQ DECOL,BOBINA
"BOB FQ DEC 3,00 ACE P 045L OL",BOBINA FQ DECOL,BOBINA
"BOB FQ DEC 3,00 ACE P 050M OL",BOBINA FQ DECOL,BOBINA
"BOB FQ DEC 3,00 NBR5906 EPA OL",BOBINA FQ DECOL,BOBINA
"BOB FQ DEC 3,00 NBR5906 EPA OL",BOBINA FQ DECOL,BOBINA
"BOB FQ DEC 3,00 NBR6658 OL",BOBINA FQ DECOL,BOBINA
"BOB FQ DEC 3,00 NBR6658 OL ACAB",BOBINA FQ DECOL,BOBINA
"BOB FQ DEC 3,00 SAE1006 OL",BOBINA FQ DECOL,BOBINA
"BOB FQ DEC 3,00 SAE1006 OL ACAB",BOBINA FQ DECOL,BOBINA
"BOB FQ DEC 3,00 SAE1008 OL",BOBINA FQ DECOL,BOBINA
"BOB FQ DEC 3,00 SAE1008 OL ACAB",BOBINA FQ DECOL,BOBINA
"BOB FQ DEC 3,00 SAE1010 OL",BOBINA FQ DECOL,BOBINA
"BOB FQ DEC 3,00 SAE1010 OL",BOBINA FQ DECOL,BOBINA
"BOB FQ DEC 3,00 SAE1012 OL",BOBINA FQ DECOL,BOBINA
"BOB FQ DEC 3,00 SAE1045 OL",BOBINA FQ DECOL,BOBINA
"BOB FQ DEC 3,00 SAE1050 OL",BOBINA FQ DECOL,BOBINA
"BOB FQ DEC 3,00 SAE15B36 MD OL",BOBINA FQ DECOL,BOBINA
"BOB FQ DEC 3,00 USI RW 550 OL",BOBINA FQ DECOL,BOBINA
"BOB FQ DEC 3,35 NBR6658 OL",BOBINA FQ DECOL,BOBINA
"BOB FQ DEC 3,35 NBR6658 OL ACAB",BOBINA FQ DECOL,BOBINA
"BOB FQ DEC 3,35 SAE1006 OL",BOBINA FQ DECOL,BOBINA
"BOB FQ DEC 3,35 SAE1008 OL",BOBINA FQ DECOL,BOBINA
"BOB FQ DEC 3,35 SAE1010 OL",BOBINA FQ DECOL,BOBINA
"BOB FQ DEC 3,75 ACE P 045L OL",BOBINA FQ DECOL,BOBINA
"BOB FQ DEC 3,75 NBR5906 EM OL ACAB",BOBINA FQ DECOL,BOBINA
"BOB FQ DEC 3,75 NBR5906 EPA OL",BOBINA FQ DECOL,BOBINA
"BOB FQ DEC 3,75 NBR6658 OL",BOBINA FQ DECOL,BOBINA
"BOB FQ DEC 3,75 SAE1006 MD OL",BOBINA FQ DECOL,BOBINA
"BOB FQ DEC 3,75 SAE1006 OL",BOBINA FQ DECOL,BOBINA
"BOB FQ DEC 3,75 SAE1006 OL LA",BOBINA FQ DECOL,BOBINA
"BOB FQ DEC 3,75 SAE1008 OL",BOBINA FQ DECOL,BOBINA
"BOB FQ DEC 3,75 SAE1010 OL",BOBINA FQ DECOL,BOBINA
"BOB FQ DEC 3,75 SAE1010 OL ACAB",BOBINA FQ DECOL,BOBINA
"BOB FQ DEC 3,75 SAE1045 OL",BOBINA FQ DECOL,BOBINA
"BOB FQ DEC 4,00 NBR5906 EPA OL",BOBINA FQ DECOL,BOBINA
"BOB FQ DEC 4,00 NBR5906 EPA OL",BOBINA FQ DECOL,BOBINA
"BOB FQ DEC 4,00 QS1010 ZW",BOBINA FQ DECOL,BOBINA
"BOB FQ DEC 4,25 NBR6656 LNE38 OL",BOBINA FQ DECOL,BOBINA
"BOB FQ DEC 4,25 NBR6658 OL",BOBINA FQ DECOL,BOBINA
"BOB FQ DEC 4,25 NBR6658 OL ACAB",BOBINA FQ DECOL,BOBINA
"BOB FQ DEC 4,25 SAE1006 OL",BOBINA FQ DECOL,BOBINA
"BOB FQ DEC 4,25 SAE1006 OL ACAB",BOBINA FQ DECOL,BOBINA
"BOB FQ DEC 4,25 SAE1008 OL",BOBINA FQ DECOL,BOBINA
"BOB FQ DEC 4,25 SAE1010 OL",BOBINA FQ DECOL,BOBINA
"BOB FQ DEC 4,25 SAE1010 OL",BOBINA FQ DECOL,BOBINA
"BOB FQ DEC 4,50 SAE1060 OL",BOBINA FQ DECOL,BOBINA
"BOB FQ DEC 4,75 ACE P 045L OL",BOBINA FQ DECOL,BOBINA
"BOB FQ DEC 4,75 NBR5906 EM OL",BOBINA FQ DECOL,BOBINA
"BOB FQ DEC 4,75 NBR6656 LNE50 OL",BOBINA FQ DECOL,BOBINA
"BOB FQ DEC 4,75 NBR6658 OL",BOBINA FQ DECOL,BOBINA
"BOB FQ DEC 4,75 NBR6658 OL ACAB",BOBINA FQ DECOL,BOBINA
"BOB FQ DEC 4,75 SAE1006 OL",BOBINA FQ DECOL,BOBINA
"BOB FQ DEC 4,75 SAE1010 OL",BOBINA FQ DECOL,BOBINA
"BOB FQ DEC 4,75 SAE1012 OL",BOBINA FQ DECOL,BOBINA
"BOB FQ DEC 4,75 SAE1045 OL",BOBINA FQ DECOL,BOBINA
"BOB FQ DEC 4,75 SAE1060 OL",BOBINA FQ DECOL,BOBINA
"BOB FQ DEC 4,75 SAE1060 OL ACAB",BOBINA FQ DECOL,BOBINA
"BOB FQ DEC 5,00 SAE1006 OL",BOBINA FQ DECOL,BOBINA
"BOB FQ DEC 5,00 SAE1006 OL ACAB",BOBINA FQ DECOL,BOBINA
BOB GR LTQ,BOBINA GR LTQ,BOBINA
"BOB GR LTQ  6,30 ASTM A 36",BOBINA GR LTQ,BOBINA
"BOB GR LTQ  6,30 COS CIVIL 300",BOBINA GR LTQ,BOBINA
"BOB GR LTQ  6,30 COS-AR COR300",BOBINA GR LTQ,BOBINA
"BOB GR LTQ  6,30 COS-AR COR350",BOBINA GR LTQ,BOBINA
"BOB GR LTQ  6,30 COS-AR COR350",BOBINA GR LTQ,BOBINA
"BOB GR LTQ  6,30 COS-AR COR400",BOBINA GR LTQ,BOBINA
"BOB GR LTQ  6,30 NBR6655 LN 28",BOBINA GR LTQ,BOBINA
"BOB GR LTQ  6,30 NBR6656 LNE 38",BOBINA GR LTQ,BOBINA
"BOB GR LTQ  6,30 NBR6656 LNE 38 ACAB",BOBINA GR LTQ,BOBINA
"BOB GR LTQ  6,30 NBR8300",BOBINA GR LTQ,BOBINA
"BOB GR LTQ  6,30 NBR8300  ACAB",BOBINA GR LTQ,BOBINA
"BOB GR LTQ  6,30 SAE1008",BOBINA GR LTQ,BOBINA
"BOB GR LTQ  6,30 SAE1008 ACAB",BOBINA GR LTQ,BOBINA
"BOB GR LTQ  6,30 SAE1010",BOBINA GR LTQ,BOBINA
"BOB GR LTQ  6,30 SAE1010  ACAB",BOBINA GR LTQ,BOBINA
"BOB GR LTQ  6,30 SAE1012",BOBINA GR LTQ,BOBINA
"BOB GR LTQ  6,30 SAE1045",BOBINA GR LTQ,BOBINA
"BOB GR LTQ  6,30 SAE1045 ACAB",BOBINA GR LTQ,BOBINA
"BOB GR LTQ  6,30 USI LN600",BOBINA GR LTQ,BOBINA
"BOB GR LTQ  6,30 USI SAC 350",BOBINA GR LTQ,BOBINA
"BOB GR LTQ  8,00 ASTM A 36",BOBINA GR LTQ,BOBINA
"BOB GR LTQ  8,00 ASTM A 36  ACAB",BOBINA GR LTQ,BOBINA
"BOB GR LTQ  8,00 NBR6656 LNE 38",BOBINA GR LTQ,BOBINA
"BOB GR LTQ  8,00 NBR8300",BOBINA GR LTQ,BOBINA
"BOB GR LTQ  8,00 NBR8300  ACAB",BOBINA GR LTQ,BOBINA
"BOB GR LTQ  8,00 SAE1008",BOBINA GR LTQ,BOBINA
"BOB GR LTQ  8,00 SAE1008 ACAB",BOBINA GR LTQ,BOBINA
"BOB GR LTQ  8,00 SAE1010",BOBINA GR LTQ,BOBINA
"BOB GR LTQ  8,00 SAE1010  ACAB",BOBINA GR LTQ,BOBINA
"BOB GR LTQ  8,00 SAE1045",BOBINA GR LTQ,BOBINA
"BOB GR LTQ  8,00 SAE1045 ACAB",BOBINA GR LTQ,BOBINA
"BOB GR LTQ  8,00 USI LN600",BOBINA GR LTQ,BOBINA
"BOB GR LTQ  9,50 ASTM A 36",BOBINA GR LTQ,BOBINA
"BOB GR LTQ  9,50 ASTM A 36  ACAB",BOBINA GR LTQ,BOBINA
"BOB GR LTQ  9,50 COS-AR COR350",BOBINA GR LTQ,BOBINA
"BOB GR LTQ  9,50 COS-AR COR350  ACAB",BOBINA GR LTQ,BOBINA
"BOB GR LTQ  9,50 NBR6656 LNE 38",BOBINA GR LTQ,BOBINA
"BOB GR LTQ  9,50 NBR8300",BOBINA GR LTQ,BOBINA
"BOB GR LTQ  9,50 NBR8300 ACAB",BOBINA GR LTQ,BOBINA
"BOB GR LTQ  9,50 SAE1008",BOBINA GR LTQ,BOBINA
"BOB GR LTQ  9,50 SAE1008 ACAB",BOBINA GR LTQ,BOBINA
"BOB GR LTQ  9,50 SAE1010",BOBINA GR LTQ,BOBINA
"BOB GR LTQ  9,50 SAE1010  ACAB",BOBINA GR LTQ,BOBINA
"BOB GR LTQ  9,50 SAE1045",BOBINA GR LTQ,BOBINA
"BOB GR LTQ 12,50 ASTM A 36",BOBINA GR LTQ,BOBINA
"BOB GR LTQ 12,50 ASTM A 36 ACAB",BOBINA GR LTQ,BOBINA
"BOB GR LTQ 12,50 ASTM A283  C",BOBINA GR LTQ,BOBINA
"BOB GR LTQ 12,50 NBR6656 LNE 38",BOBINA GR LTQ,BOBINA
"BOB GR LTQ 12,50 SAE1010",BOBINA GR LTQ,BOBINA
"BOB GR LTQ 12,50 SAE1010",BOBINA GR LTQ,BOBINA
"BOB GR LTQ 12,50 SAE1010 ACAB",BOBINA GR LTQ,BOBINA
"BOB GR LTQ 12,50 SAE1045",BOBINA GR LTQ,BOBINA
"BOB GR LTQ 16,00 ASTM A 36",BOBINA GR LTQ,BOBINA
"BOB GR LTQ 19,00 ASTM A 36",BOBINA GR LTQ,BOBINA
"BOB GR LTQ 6,30 SAE1010 ACAB",BOBINA GR LTQ,BOBINA
"BOB GR LTQ 8,00 ASTM A 36 ACAB",BOBINA GR LTQ,BOBINA
"BOB GR LTQ 8,00 SAE1010 ACAB",BOBINA GR LTQ,BOBINA
"BOB GR LTQ 9,50 SAE1010 ACAB",BOBINA GR LTQ,BOBINA
"BOB GR LTQ DEC 5,50 NBR6656 LNE 38 OL",BOBINA GR LTQ,BOBINA
"BOB GR LTQ DEC 5,50 NBR6656 LNE 38 OL ACAB",BOBINA GR LTQ,BOBINA
"BOB GR LTQ DEC 5,50 SAE1006 OL",BOBINA GR LTQ,BOBINA
"BOB GR LTQ DEC 5,50 SAE1010 OL",BOBINA GR LTQ,BOBINA
"BOB GR LTQ DEC 6,30 SAE1006 OL",BOBINA GR LTQ,BOBINA
"BOB GR LTQ DEC 6,30 SAE1010 OL",BOBINA GR LTQ,BOBINA
BOB GR LTQ DEC OL,BOBINA GR LTQ,BOBINA
"BOB N REV 0,30 USI BNR 46",BOBINA FF,BOBINA
"BOB N REV 0,30 USI BNR 46 SR",BOBINA FF,BOBINA
"BOB N REV 0,30 USI BNR 52",BOBINA FF,BOBINA
"BOB N REV 0,35 USI BNR 46",BOBINA FF,BOBINA
"BOB PISO 3,00 COSIPISO I PE-DE-GALINHA",BOBINA PISO,BOBINA
"BOB PISO 3,00 COSIPISO I PE-DE-GALINHA ACAB",BOBINA PISO,BOBINA
"BOB PISO 3,00 COSIPISO II PE-DE-GALINHA",BOBINA PISO,BOBINA
"BOB PISO 4,75 COSIPISO II PE-DE-GALINHA",BOBINA PISO,BOBINA
"BOB PISO 4,75 COSIPISO II PE-DE-GALINHA  ACAB",BOBINA PISO,BOBINA
"BOB PISO 4,75 COSIPISO III PE-DE-GALINHA",BOBINA PISO,BOBINA
"BOB PISO 4,75 COSIPISO III PE-DE-GALINHA  ACAB",BOBINA PISO,BOBINA
"BOB PISO 6,30 COSIPISO II  ACAB",BOBINA PISO,BOBINA
"BOB PISO 6,30 COSIPISO II PE-DE-GALINHA",BOBINA PISO,BOBINA
BOB ZC,BOBINA ZC,BOBINA
"BOB ZC < 4,75 SEGUNDA QUALIDADE MD ACA",BOBINA ZC,BOBINA
"BOB ZC 0,35 NBR7008 ZC CR NO RV Z275",BOBINA ZC,BOBINA
"BOB ZC 0,35 NBR7008 ZC CR NO RV Z275  ACAB",BOBINA ZC,BOBINA
"BOB ZC 0,43 CSN ZC TELHAS CR NO RV B",BOBINA ZC,BOBINA
"BOB ZC 0,43 NBR7008 ZC CR NO RV B",BOBINA ZC,BOBINA
"BOB ZC 0,43 NBR7008 ZC CR NO RV B  ACAB",BOBINA ZC,BOBINA
"BOB ZC 0,43 NBR7008 ZC CR NO RV Z275",BOBINA ZC,BOBINA
"BOB ZC 0,43 NBR7008 ZC CR NO RV Z275 ACAB",BOBINA ZC,BOBINA
"BOB ZC 0,44 NBR7008 ZC CR NO RV B",BOBINA ZC,BOBINA
"BOB ZC 0,44 NBR7008 ZC CR NO RV B ACAB",BOBINA ZC,BOBINA
"BOB ZC 0,50 NBR7008 ZC CR NO RV B",BOBINA ZC,BOBINA
"BOB ZC 0,50 NBR7008 ZC CR NO RV B ACAB",BOBINA ZC,BOBINA
"BOB ZC 0,50 NBR7008 ZC CR NO RV Z275",BOBINA ZC,BOBINA
"BOB ZC 0,50 NBR7008 ZC CR NO RV Z275 A",BOBINA ZC,BOBINA
"BOB ZC 0,50 NBR7008 ZC CR NO RV Z275 ACAB",BOBINA ZC,BOBINA
"BOB ZC 0,50 NBR7008 ZC CR NO RV Z275 OL",BOBINA ZC,BOBINA
"BOB ZC 0,65 NBR7008 ZC CR NO RV B",BOBINA ZC,BOBINA
"BOB ZC 0,65 NBR7008 ZC CR NO RV B ACAB",BOBINA ZC,BOBINA
"BOB ZC 0,65 NBR7008 ZC CR NO RV Z275",BOBINA ZC,BOBINA
"BOB ZC 0,65 NBR7008 ZC CR NO RV Z275 ACAB",BOBINA ZC,BOBINA
"BOB ZC 0,65 NBR7008 ZC EXTRAG GI RV B",BOBINA ZC,BOBINA
"BOB ZC 0,65 NBR7008 ZC EXTRAG GI RV B (ACA)",BOBINA ZC,BOBINA
"BOB ZC 0,65 NBR7008 ZC EXTRAG GI RV B OL",BOBINA ZC,BOBINA
"BOB ZC 0,80 NBR7008 ZC CR NO RV B",BOBINA ZC,BOBINA
"BOB ZC 0,80 NBR7008 ZC CR NO RV B ACAB",BOBINA ZC,BOBINA
"BOB ZC 0,80 NBR7008 ZC CR NO RV Z275",BOBINA ZC,BOBINA
"BOB ZC 0,80 NBR7008 ZC EXTRAG GI RV B",BOBINA ZC,BOBINA
"BOB ZC 0,80 NBR7008 ZC EXTRAG GI RV B ACAB",BOBINA ZC,BOBINA
"BOB ZC 0,95 NBR7008 ZC CR MI RV B",BOBINA ZC,BOBINA
"BOB ZC 0,95 NBR7008 ZC CR MI RV B ACAB",BOBINA ZC,BOBINA
"BOB ZC 0,95 NBR7008 ZC CR MI RV Z275 O",BOBINA ZC,BOBINA
"BOB ZC 0,95 NBR7008 ZC CR MI RV Z275 OL",BOBINA ZC,BOBINA
"BOB ZC 0,95 NBR7008 ZC CR NO RV B",BOBINA ZC,BOBINA
"BOB ZC 0,95 NBR7008 ZC CR NO RV B ACAB",BOBINA ZC,BOBINA
"BOB ZC 0,95 NBR7008 ZC CR NO RV Z275",BOBINA ZC,BOBINA
"BOB ZC 0,95 NBR7008 ZC CR NO RV Z275 A",BOBINA ZC,BOBINA
"BOB ZC 0,95 NBR7008 ZC CR NO RV Z275 ACAB",BOBINA ZC,BOBINA
"BOB ZC 0,95 NBR7008 ZC EXTRAG GI RV B",BOBINA ZC,BOBINA
"BOB ZC 0,95 NBR7008 ZC EXTRAG GI RV B ACAB",BOBINA ZC,BOBINA
"BOB ZC 1,11 NBR7008 ZC CR NO RV B",BOBINA ZC,BOBINA
"BOB ZC 1,11 NBR7008 ZC CR NO RV B ACAB",BOBINA ZC,BOBINA
"BOB ZC 1,11 NBR7008 ZC EXTRAG GI RV B",BOBINA ZC,BOBINA
"BOB ZC 1,25 NBR7008 ZC CR MI RV B",BOBINA ZC,BOBINA
"BOB ZC 1,25 NBR7008 ZC CR MI RV B ACAB",BOBINA ZC,BOBINA
"BOB ZC 1,25 NBR7008 ZC CR NO RV B",BOBINA ZC,BOBINA
"BOB ZC 1,25 NBR7008 ZC CR NO RV B ACAB",BOBINA ZC,BOBINA
"BOB ZC 1,25 NBR7008 ZC CR NO RV Z275",BOBINA ZC,BOBINA
"BOB ZC 1,25 NBR7008 ZC CR NO RV Z275 A",BOBINA ZC,BOBINA
"BOB ZC 1,25 NBR7008 ZC EXTRAG GI RV B",BOBINA ZC,BOBINA
"BOB ZC 1,25 NBR7008 ZC EXTRAG GI RV B OL",BOBINA ZC,BOBINA
"BOB ZC 1,25 NBR7008 ZC USIGAL-GI RV B",BOBINA ZC,BOBINA
"BOB ZC 1,25 NBR7008 ZC USIGAL-GI RV B ACAB",BOBINA ZC,BOBINA
"BOB ZC 1,25 ZAR Z 230 RV B OL",BOBINA ZC,BOBINA
"BOB ZC 1,55 NBR7008 ZC CR NO RV B",BOBINA ZC,BOBINA
"BOB ZC 1,55 NBR7008 ZC CR NO RV B ACAB",BOBINA ZC,BOBINA
"BOB ZC 1,55 NBR7008 ZC CR NO RV Z275",BOBINA ZC,BOBINA
"BOB ZC 1,55 NBR7008 ZC CR NO RV Z275 O",BOBINA ZC,BOBINA
"BOB ZC 1,55 NBR7008 ZC CR NO RV Z275 OL",BOBINA ZC,BOBINA
"BOB ZC 1,55 NBR7008 ZC EXTRAG GI RV B",BOBINA ZC,BOBINA
"BOB ZC 1,55 NBR7008 ZC EXTRAG GI RV B ACAB",BOBINA ZC,BOBINA
"BOB ZC 1,55 NBR7008 ZC EXTRAG GI RV B OL",BOBINA ZC,BOBINA
"BOB ZC 1,55 ZAR Z 230 RV B OL",BOBINA ZC,BOBINA
"BOB ZC 1,95 NBR7008 ZC CR MI RV Z100 O",BOBINA ZC,BOBINA
"BOB ZC 1,95 NBR7008 ZC CR NO RV B",BOBINA ZC,BOBINA
"BOB ZC 1,95 NBR7008 ZC CR NO RV B ACAB",BOBINA ZC,BOBINA
"BOB ZC 1,95 NBR7008 ZC CR NO RV Z275",BOBINA ZC,BOBINA
"BOB ZC 1,95 NBR7008 ZC CR NO RV Z275 A",BOBINA ZC,BOBINA
"BOB ZC 1,95 NBR7008 ZC CR NO RV Z275 ACAB",BOBINA ZC,BOBINA
"BOB ZC 1,95 NBR7008 ZC EXTRAG GI RV B",BOBINA ZC,BOBINA
"BOB ZC 1,95 NBR7008 ZC EXTRAG GI RV B ACAB",BOBINA ZC,BOBINA
"BOB ZC 1,95 NBR7008 ZC EXTRAG GI RV B OL",BOBINA ZC,BOBINA
"BOB ZC 1,95 ZAR Z 230 RV B OL",BOBINA ZC,BOBINA
"BOB ZC 2,25 BS 10346 HX340 LAD CR MI R",BOBINA ZC,BOBINA
"BOB ZC 2,30 NBR7008 ZC CR NO RV Z275",BOBINA ZC,BOBINA
"BOB ZC 2,70 NBR7008 ZC CR NO RV B",BOBINA ZC,BOBINA
"BOB ZC 2,70 NBR7008 ZC CR NO RV B ACAB",BOBINA ZC,BOBINA
"BOB ZC 2,70 NBR7008 ZC CR NO RV B ACAB",BOBINA ZC,BOBINA
"BOB ZC 2,70 NBR7008 ZC CR NO RV Z275",BOBINA ZC,BOBINA
"BOB ZC 2,70 NBR7008 ZC CR NO RV Z275 A",BOBINA ZC,BOBINA
"BOB ZC 2,70 NBR7008 ZC CR NO RV Z275 ACA",BOBINA ZC,BOBINA
"BOB ZC 2,70 NBR7008 ZC CR NO RV Z275 ACAB",BOBINA ZC,BOBINA
"BOB ZC MINIM/PP 0,50 NBR7008 AZUL RAL5",BOBINA ZC,BOBINA
"BOB ZC MINIM/PP 0,50 NBR7008 ZC AZUL RAL 5010/PRIMER C/FP",BOBINA ZC,BOBINA
"BOB ZC MINIM/PP 0,50 NBR7008 ZC BEGE RAL 1015/PRIMER C/FP",BOBINA ZC,BOBINA
"BOB ZC MINIM/PP 0,50 NBR7008 ZC F/V BR/PRIMER C/FP",BOBINA ZC,BOBINA
"BOB ZC MINIM/PP 0,50 NBR7008 ZC F/V BR/ZC C/FP BACKER",BOBINA ZC,BOBINA
"BOB ZC MINIM/PP 0,50 NBR7008 ZC F/V BR/ZC C/FP BACKER ACAB",BOBINA ZC,BOBINA
"BOB ZC MINIM/PP 0,65 NBR7008 ZC BEGE RAL 1015/PRIMER C/FP",BOBINA ZC,BOBINA
"BOB ZC PP 0,50 F/V AZUL RAL5010/BRCO C",BOBINA ZC,BOBINA
"BOB ZC PP 0,50 NBR7008 ZC F/V BRCO/BRC",BOBINA ZC,BOBINA
"CANTO EXT LISO AL/ZN 0,50 ASTM A792 CN TQ",TELHA,TELHA
"CANTO EXT LISO AL/ZN 0,50 P F/AMARELO",TELHA,TELHA
"CANTO EXT LISO AL/ZN 0,50 P F/AZUL",TELHA,TELHA
"CANTO EXT LISO AL/ZN 0,50 P F/BEGE",TELHA,TELHA
"CANTO EXT LISO AL/ZN 0,50 P F/CERAMICA",TELHA,TELHA
"CANTO EXT LISO AL/ZN 0,50 P F/V BR/CZ CFP",TELHA,TELHA
"CANTO EXT LISO AL/ZN 0,50 P F/VERDE",TELHA,TELHA
"CANTO EXT LISO AL/ZN 0,50 P F/VERMELHO",TELHA,TELHA
"CANTO INT LISO AL/ZN 0,50 ASTM A792 CN TQ",TELHA,TELHA
"CANTO INT LISO AL/ZN 0,50 P F/AZUL",TELHA,TELHA
"CANTO INT LISO AL/ZN 0,50 P F/VERMELHO",TELHA,TELHA
"CH DE PISO 3,00 PE-GAL COSIPISO",CFQ PISO,CHAPA
"CH DE PISO 3,00 PE-GAL COSIPISO II",CFQ PISO,CHAPA
"CH DE PISO 3,00 USIPISO I",CFQ,CHAPA
"CH DE PISO 4,75 PE-GAL COSIPISO",CFQ PISO,CHAPA
"CH DE PISO 4,75 PE-GAL COSIPISO II",CFQ PISO,CHAPA
"CH DE PISO 4,75 PE-GAL COSIPISO III",CFQ PISO,CHAPA
"CH DE PISO 4,75 SEGUNDA QUALIDADE",CFQ PISO,CHAPA
"CH DE PISO 4,75 USIPISO I",CFQ PISO,CHAPA
"CH DE PISO 6,30 PE-GAL COSIPISO II",CFQ PISO,CHAPA
"CH DE PISO 6,35 PE-GAL COSIPISO II",CFQ PISO,CHAPA
"CH ZC MI/PP 0,50 NBR7008 ZC F/V BR/CZ C/FP",CZC,CHAPA
"CHAPA AL/ZN 0,43 ASTM A 792 CN C/TQ",CGAL,CHAPA
"CHAPA AL/ZN 0,50 ASTM A 792 CN C/TQ",CGAL,CHAPA
"CHAPA AL/ZN 0,50 ASTM A 792 POS PINTADA F/VERDE",CGAL,CHAPA
"CHAPA AL/ZN 0,65 ASTM A 792 CN C/TQ",CGAL,CHAPA
"CHAPA AL/ZN 0,75 ASTM A 792 CN C/TQ",CGAL,CHAPA
"CHAPA AL/ZN 0,95 ASTM A 792 CN C/TQ",CGAL,CHAPA
"CHAPA AS 516-70 37,50",CHAPA,CHAPA
CHAPA DE PONTA DE BOBINA FF,CFF OL,CHAPA
CHAPA DE PONTA DE BOBINA FQ,CFQ,CHAPA
CHAPA DE PONTA DE BOBINA GR,CFQ GR,CHAPA
CHAPA DE PONTA DE BOBINA ZC,CFQ ZC,CHAPA
"CHAPA ELETROGALV 0,75 NTU FF BC",CFQ ELETRO,CHAPA
"CHAPA ELETROGALV 0,80 NTU FF BC",CFQ ELETRO,CHAPA
"CHAPA FF < 0,50 SEGUNDA QUALIDADE MD",CFF OL,CHAPA
"CHAPA FF > 1,00 < 3,00 SEGUNDA QUALIDA",CFF OL,CHAPA
"CHAPA FF > 1,00 < 3,00 SEGUNDA QUALIDADE",CFF OL,CHAPA
"CHAPA FF >= 0,50 <= 1,00 SEGUNDA QUALI",CFF OL,CHAPA
"CHAPA FF >= 0,50 <= 1,00 SEGUNDA QUALIDA",CFF OL,CHAPA
"CHAPA FF 0,40 NBR6658 OL",CFF OL,CHAPA
"CHAPA FF 0,40 SAE1006 OL",CFF OL,CHAPA
"CHAPA FF 0,40 SEGUNDA QUALIDADE",CFF OL,CHAPA
"CHAPA FF 0,40 SEGUNDA QUALIDADE",CFF OL,CHAPA
"CHAPA FF 0,45 NBR5915 EEP OL",CFF OL,CHAPA
"CHAPA FF 0,45 NBR5915 EM OL",CFF OL,CHAPA
"CHAPA FF 0,45 NBR6658 OL",CFF OL,CHAPA
"CHAPA FF 0,45 SAE1006 OL",CFF OL,CHAPA
"CHAPA FF 0,45 SEGUNDA QUALIDADE",CFF OL,CHAPA
"CHAPA FF 0,55 NBR6658 OL",CFF OL,CHAPA
"CHAPA FF 0,55 SEGUNDA QUALIDADE",CFF OL,CHAPA
"CHAPA FF 0,60 COS CORE550 OL",CFF OL,CHAPA
"CHAPA FF 0,60 NBR5915 EEP OL",CFF OL,CHAPA
"CHAPA FF 0,60 NBR5915 EM OL",CFF OL,CHAPA
"CHAPA FF 0,60 NBR5915 EP OL",CFF OL,CHAPA
"CHAPA FF 0,60 NBR6651 EEV OL",CFF OL,CHAPA
"CHAPA FF 0,60 NBR6651 QCV OL",CFF OL,CHAPA
"CHAPA FF 0,60 NBR6658 OL",CFF OL,CHAPA
"CHAPA FF 0,60 SAE1006 OL",CFF OL,CHAPA
"CHAPA FF 0,60 SAE1008 OL",CFF OL,CHAPA
"CHAPA FF 0,60 SEGUNDA QUALIDADE",CFF OL,CHAPA
"CHAPA FF 0,69 SEGUNDA QUALIDADE",CFF OL,CHAPA
"CHAPA FF 0,70 NBR6658 OL",CFF OL,CHAPA
"CHAPA FF 0,70 SAE1006 OL",CFF OL,CHAPA
"CHAPA FF 0,70 SEGUNDA QUALIDADE",CFF OL,CHAPA
"CHAPA FF 0,75 NBR5915 EEP OL",CFF OL,CHAPA
"CHAPA FF 0,75 NBR5915 EEP OL GR2",CFF OL,CHAPA
"CHAPA FF 0,75 NBR5915 EM OL",CFF OL,CHAPA
"CHAPA FF 0,75 NBR5915 EP OL",CFF OL,CHAPA
"CHAPA FF 0,75 NBR6658 OL",CFF OL,CHAPA
"CHAPA FF 0,75 SAE1006 OL",CFF OL,CHAPA
"CHAPA FF 0,75 SAE1008 OL",CFF OL,CHAPA
"CHAPA FF 0,75 SEGUNDA QUALIDADE",CFF OL,CHAPA
"CHAPA FF 0,80 NBR5915 EP OL",CFF OL,CHAPA
"CHAPA FF 0,80 SAE1006 OL",CFF OL,CHAPA
"CHAPA FF 0,80 SEGUNDA QUALIDADE",CFF OL,CHAPA
