Description,Product Type,Family Product
"TR REL 0,50 BOB DIN1624 ST2LG BbOL",TIRA REL,RELAMINADO
"TR REL 0,50 BOB NBR5007 G2L32 BbOL",TIRA REL,RELAMINADO
"TR REL 0,50 BOB NBR5007 G2L40 BbOL",TIRA REL,RELAMINADO
"TR REL 0,50 BOB NBR5007 G2L50 BbOL",TIRA REL,RELAMINADO
"TR REL 0,50 BOB NBR5007 G3L50 BbOL",TIRA REL,RELAMINADO
"TR REL 0,50 BOB NBR5007 G4L50 BbOL",TIRA REL,RELAMINADO
"TR REL 0,50 BOB NBR5007 G4RL BbOL",TIRA REL,RELAMINADO
"TR REL 0,50 BOB NBR5007 G4RL BbOL MD",TIRA REL,RELAMINADO
"TR REL 0,50 BOB NBR6662 G1045CO BbOL",TIRA REL,RELAMINADO
"TR REL 0,50 BOB NBR6662 G1045CORL BbOL",TIRA REL,RELAMINADO
"TR REL 0,50 BOB NBR6662 G1050CORL BbOL",TIRA REL,RELAMINADO
"TR REL 0,50 BOB NBR6662 G1050L BbOL",TIRA REL,RELAMINADO
"TR REL 0,50 BOB NBR6662 G1070CORL BbOL",TIRA REL,RELAMINADO
"TR REL 0,50 BOB PAN G1045 CO L BbOL",TIRA REL,RELAMINADO
"TR REL 0,50 NBR5007 G2L40 BbOL",TIRA REL,RELAMINADO
"TR REL 0,55 BOB NBR5007 G2L32 BbOL",TIRA REL,RELAMINADO
"TR REL 0,60 BOB NBR5007 G2L40 BbOL",TIRA REL,RELAMINADO
"TR REL 0,60 BOB NBR5007 G2L60 BbOL",TIRA REL,RELAMINADO
"TR REL 0,60 BOB NBR5007 G2L60 BbOL MD",TIRA REL,RELAMINADO
"TR REL 0,60 BOB NBR5007 G2L70 BbOL",TIRA REL,RELAMINADO
"TR REL 0,60 BOB NBR5007 G2RL BbOL",TIRA REL,RELAMINADO
"TR REL 0,60 BOB NBR5007 G3RL BbOL",TIRA REL,RELAMINADO
"TR REL 0,60 BOB NBR5007 G4L50 BbOL",TIRA REL,RELAMINADO
"TR REL 0,60 BOB NBR5007 G4RL BbOL",TIRA REL,RELAMINADO
"TR REL 0,60 BOB NBR5007 G4RL BbOL PANA",TIRA REL,RELAMINADO
"TR REL 0,60 BOB NBR6662 G1045CORL BbOL",TIRA REL,RELAMINADO
"TR REL 0,60 BOB NBR6662 G1050L BbOL",TIRA REL,RELAMINADO
"TR REL 0,60 BOB NBR6662 G1070CORL BbOL",TIRA REL,RELAMINADO
"TR REL 0,60 BOB NBR6662 G1070L BbOL",TIRA REL,RELAMINADO
"TR REL 0,60 NBR5007 G2L60 BbOL",TIRA REL,RELAMINADO
"TR REL 0,60 NBR5007 G2L60 BbOL MD",TIRA REL,RELAMINADO
"TR REL 0,60 NBR5007 G2L70 BbOL MD",TIRA REL,RELAMINADO
"TR REL 0,61 BOB NBR5007 G2RL BbOL",TIRA REL,RELAMINADO
"TR REL 0,63 BOB NBR5007 G2RL BbOL",TIRA REL,RELAMINADO
"TR REL 0,63 BOB NBR5007 G4RL BbOL",TIRA REL,RELAMINADO
"TR REL 0,64 BOB NBR 6662 G1070 CORL BbOL",TIRA REL,RELAMINADO
"TR REL 0,68 BOB NBR5007 G4RL BfOL",TIRA REL,RELAMINADO
"TR REL 0,70 BOB NBR5007 G2L32 BbOL",TIRA REL,RELAMINADO
"TR REL 0,70 BOB NBR5007 G2L50 BbOL",TIRA REL,RELAMINADO
"TR REL 0,70 BOB NBR5007 G2L50 BbOL REVESTIDO",TIRA REL REVESTIDA,RELAMINADO
"TR REL 0,70 BOB NBR5007 G2L60 BbOL",TIRA REL,RELAMINADO
"TR REL 0,70 BOB NBR5007 G2L60 BbOL REVESTIDO",TIRA REL REVESTIDA,RELAMINADO
"TR REL 0,70 BOB NBR5007 G2L70 BbOL",TIRA REL,RELAMINADO
"TR REL 0,70 BOB NBR5007 G3L50 BbOL",TIRA REL,RELAMINADO
"TR REL 0,70 BOB NBR5007 G3RL BbOL",TIRA REL,RELAMINADO
"TR REL 0,70 BOB NBR5007 G4RL BbOL",TIRA REL,RELAMINADO
"TR REL 0,70 BOB NBR6662 G1050CORL BbOL",TIRA REL,RELAMINADO
"TR REL 0,70 BOB NBR6662 G1070CORL BbOL",TIRA REL,RELAMINADO
"TR REL 0,70 BOB SAE1020 CORL BbOL",TIRA REL,RELAMINADO
"TR REL 0,70 NBR5007 G2L40 BbOL",TIRA REL,RELAMINADO
"TR REL 0,70 NBR5007 G2L60 BbOL",TIRA REL,RELAMINADO
"TR REL 0,74 BOB NBR5007 G4RL BbOL",TIRA REL,RELAMINADO
"TR REL 0,75 BOB NBR5007 G2L40 BbOL",TIRA REL,RELAMINADO
"TR REL 0,75 BOB NBR5007 G2L70 BbOL",TIRA REL,RELAMINADO
"TR REL 0,75 BOB NBR5007 G2RL BbOL",TIRA REL,RELAMINADO
"TR REL 0,75 BOB NBR5007 G4RL BbOL",TIRA REL,RELAMINADO
"TR REL 0,75 BOB NBR6662 G1050CORL BbOL",TIRA REL,RELAMINADO
"TR REL 0,75 BOB NBR6662 G1070CORL BbOL",TIRA REL,RELAMINADO
"TR REL 0,79 BOB NBR5007 G2L32 BbOL",TIRA REL,RELAMINADO
"TR REL 0,80 BOB MD",TIRA REL,RELAMINADO
"TR REL 0,80 BOB NBR5007 G2L32 BbOL",TIRA REL,RELAMINADO
"TR REL 0,80 BOB NBR5007 G2L40 BbOL",TIRA REL,RELAMINADO
"TR REL 0,80 BOB NBR5007 G2L490 BbOL",TIRA REL,RELAMINADO
"TR REL 0,80 BOB NBR5007 G2L50 BbOL",TIRA REL,RELAMINADO
"TR REL 0,80 BOB NBR5007 G2L60 BbOL",TIRA REL,RELAMINADO
"TR REL 0,80 BOB NBR5007 G2RL BbOL",TIRA REL,RELAMINADO
"TR REL 0,80 BOB NBR5007 G3RL BbOL",TIRA REL,RELAMINADO
"TR REL 0,80 BOB NBR5007 G3RL CfOL",TIRA REL,RELAMINADO
"TR REL 0,80 BOB NBR5007 G4RL BbOL",TIRA REL,RELAMINADO
"TR REL 0,80 BOB NBR6662 G1070CORL BbOL",TIRA REL,RELAMINADO
"TR REL 0,80 BOB SAE1020 CORL BbOL",TIRA REL,RELAMINADO
"TR REL 0,80 NBR6662 G1045CORL BbOL",TIRA REL,RELAMINADO
"TR REL 0,81 BOB NBR5007 G2L32 BbOL",TIRA REL,RELAMINADO
"TR REL 0,81 BOB NBR5007 G2L32 BbOL RE",TIRA REL,RELAMINADO
"TR REL 0,81 BOB NBR5007 G2RL BbOL",TIRA REL,RELAMINADO
"TR REL 0,81 BOB NBR5007 G2RL BbOL RE",TIRA REL,RELAMINADO
"TR REL 0,81 BOB NBR5007 G3L40 BbOL RE",TIRA REL,RELAMINADO
"TR REL 0,85 BOB DIN1624 ST2LG BbOL",TIRA REL,RELAMINADO
"TR REL 0,85 BOB DIN1624 ST3LG BbOL",TIRA REL,RELAMINADO
"TR REL 0,88 BOB NBR5007 G4RL BbOL",TIRA REL,RELAMINADO
"TR REL 0,89 BOB NBR5007 G4RL BbOL",TIRA REL,RELAMINADO
"TR REL 0,90 BOB DIN1624 ST2K50 BbOL",TIRA REL,RELAMINADO
"TR REL 0,90 BOB NBR5007 G2L32 BbOL",TIRA REL,RELAMINADO
"TR REL 0,90 BOB NBR5007 G2L40 BbOL",TIRA REL,RELAMINADO
"TR REL 0,90 BOB NBR5007 G2L50 BbOL",TIRA REL,RELAMINADO
"TR REL 0,90 BOB NBR5007 G2L60 BbOL",TIRA REL,RELAMINADO
"TR REL 0,90 BOB NBR5007 G2L70 BbOL",TIRA REL,RELAMINADO
"TR REL 0,90 BOB NBR5007 G2RL BbOL",TIRA REL,RELAMINADO
"TR REL 0,90 BOB NBR5007 G3RL BbOL",TIRA REL,RELAMINADO
"TR REL 0,90 BOB NBR5007 G4RL BbOL",TIRA REL,RELAMINADO
"TR REL 0,90 BOB NBR6662 G1050CORL BbOL",TIRA REL,RELAMINADO
"TR REL 0,90 BOB NBR6662 G1070CORL BbOL",TIRA REL,RELAMINADO
"TR REL 0,90 NBR5007 G2L40 BbOL",TIRA REL,RELAMINADO
"TR REL 0,95 BOB NBR5007 G2L40 BbOL",TIRA REL,RELAMINADO
"TR REL 0,95 BOB NBR6662 G1070 R (SEMI-ACA)",TIRA REL,RELAMINADO
"TR REL 1,00 BOB DIN1624 ST3LG BbOL",TIRA REL,RELAMINADO
"TR REL 1,00 BOB NBR5007 G2L32 BbOL",TIRA REL,RELAMINADO
"TR REL 1,00 BOB NBR5007 G2L32 BbOLRE",TIRA REL,RELAMINADO
"TR REL 1,00 BOB NBR5007 G2L32 BfOL",TIRA REL,RELAMINADO
"TR REL 1,00 BOB NBR5007 G2L40 BbOL",TIRA REL,RELAMINADO
"TR REL 1,00 BOB NBR5007 G2L50 BbOL",TIRA REL,RELAMINADO
"TR REL 1,00 BOB NBR5007 G2L50 BbOL  REVESTIDO",TIRA REL REVESTIDA,RELAMINADO
"TR REL 1,00 BOB NBR5007 G2RL BbOL",TIRA REL,RELAMINADO
"TR REL 1,00 BOB NBR5007 G3L32 BbOL",TIRA REL,RELAMINADO
"TR REL 1,00 BOB NBR5007 G3RL BbOL",TIRA REL,RELAMINADO
"TR REL 1,00 BOB NBR5007 G3RL CfOL",TIRA REL,RELAMINADO
"TR REL 1,00 BOB NBR5007 G4L32 BbOL",TIRA REL,RELAMINADO
"TR REL 1,00 BOB NBR5007 G4RL BbOL",TIRA REL,RELAMINADO
"TR REL 1,00 BOB NBR6662 G1035CORL BbOL",TIRA REL,RELAMINADO
"TR REL 1,00 BOB NBR6662 G1045CORL BbOL",TIRA REL,RELAMINADO
"TR REL 1,00 BOB NBR6662 G1050CORL BbOL",TIRA REL,RELAMINADO
"TR REL 1,00 BOB NBR6662 G1050CORL BfOL",TIRA REL,RELAMINADO
"TR REL 1,00 BOB NBR6662 G1050RSRL BbOL",TIRA REL,RELAMINADO
"TR REL 1,00 BOB NBR6662 G1070 R (SEMI-ACA)",TIRA REL,RELAMINADO
"TR REL 1,00 BOB NBR6662 G1070CORL BbOL",TIRA REL,RELAMINADO
"TR REL 1,00 BOB SAE1020 CORL BbOL",TIRA REL,RELAMINADO
"TR REL 1,00 BOB SEGUNDA QUALIDADE",TIRA REL,RELAMINADO
"TR REL 1,06 BOB NBR5007 G2L70 BbOL",TIRA REL,RELAMINADO
"TR REL 1,10 BOB NBR5007 G2L40 BbOL",TIRA REL,RELAMINADO
"TR REL 1,10 BOB NBR5007 G2L50 BbOL",TIRA REL,RELAMINADO
"TR REL 1,10 BOB NBR5007 G2L70 BbOL",TIRA REL,RELAMINADO
"TR REL 1,10 BOB NBR5007 G4RL BbOL",TIRA REL,RELAMINADO
"TR REL 1,10 BOB NBR6662 G1045CORL BbOL",TIRA REL,RELAMINADO
"TR REL 1,10 BOB NBR6662 G1050CORL BbOL",TIRA REL,RELAMINADO
"TR REL 1,10 BOB NBR6662 G1050L BbOL",TIRA REL,RELAMINADO
"TR REL 1,15 BOB DIN1624 ST3LG BbOL",TIRA REL,RELAMINADO
"TR REL 1,15 BOB MD",TIRA REL,RELAMINADO
"TR REL 1,15 BOB NBR5007 G3RL BbOL",TIRA REL,RELAMINADO
"TR REL 1,16 BOB NBR5007 G4RL BfOL",TIRA REL,RELAMINADO
"TR REL 1,20 BOB DIN1624 ST3LG BbOL",TIRA REL,RELAMINADO
"TR REL 1,20 BOB MD",TIRA REL,RELAMINADO
"TR REL 1,20 BOB NBR5007 G2L32 BbOL",TIRA REL,RELAMINADO
"TR REL 1,20 BOB NBR5007 G2L40 BbOL",TIRA REL,RELAMINADO
"TR REL 1,20 BOB NBR5007 G2L50 BbOL",TIRA REL,RELAMINADO
"TR REL 1,20 BOB NBR5007 G2RL BbOL",TIRA REL,RELAMINADO
"TR REL 1,20 BOB NBR5007 G3L40 BbOL",TIRA REL,RELAMINADO
"TR REL 1,20 BOB NBR5007 G3L40 BbOL   REVESTIDO",TIRA REL REVESTIDA,RELAMINADO
"TR REL 1,20 BOB NBR5007 G3RL BbOL",TIRA REL,RELAMINADO
"TR REL 1,20 BOB NBR5007 G3RL BfOL",TIRA REL,RELAMINADO
"TR REL 1,20 BOB NBR5007 G4L32 BbOL",TIRA REL,RELAMINADO
"TR REL 1,20 BOB NBR5007 G4RL BbOL",TIRA REL,RELAMINADO
"TR REL 1,20 BOB NBR5007 G4RL BbOL",TIRA REL,RELAMINADO
"TR REL 1,20 BOB NBR5007 G4RL BfOL",TIRA REL,RELAMINADO
"TR REL 1,20 BOB NBR6662 G1035CORL BbOL",TIRA REL,RELAMINADO
"TR REL 1,20 BOB NBR6662 G1045CORL BbOL",TIRA REL,RELAMINADO
"TR REL 1,20 BOB NBR6662 G1045CORL BbOL",TIRA REL,RELAMINADO
"TR REL 1,20 BOB NBR6662 G1050CORL BbOL",TIRA REL,RELAMINADO
"TR REL 1,20 BOB NBR6662 G1050CORL BfOL",TIRA REL,RELAMINADO
"TR REL 1,20 BOB NBR6662 G1050RSRL BbOL",TIRA REL,RELAMINADO
"TR REL 1,20 BOB NBR6662 G1070CORL BbOL",TIRA REL,RELAMINADO
"TR REL 1,20 BOB NBR6662 G1075CORL BbOL",TIRA REL,RELAMINADO
"TR REL 1,20 BOB SAE1020 CORL BbOL",TIRA REL,RELAMINADO
"TR REL 1,20 NBR5007 G2L32 BbOL",TIRA REL,RELAMINADO
"TR REL 1,20 NBR5007 G2L50 BbOL",TIRA REL,RELAMINADO
"TR REL 1,20 NBR5007 G4RL BbOL",TIRA REL,RELAMINADO
"TR REL 1,20 NBR6662 G1050L BbOL",TIRA REL,RELAMINADO
"TR REL 1,25 BOB DIN1624 ST3LG BbOL",TIRA REL,RELAMINADO
"TR REL 1,25 BOB MD",TIRA REL,RELAMINADO
"TR REL 1,25 BOB NBR5007 G2L32 BbOL",TIRA REL,RELAMINADO
"TR REL 1,25 BOB NBR5007 G3RL BbOL",TIRA REL,RELAMINADO
"TR REL 1,25 BOB NBR5007 G4L40 BbOL",TIRA REL,RELAMINADO
"TR REL 1,25 BOB NBR6662 G1070L BbOL",TIRA REL,RELAMINADO
"TR REL 1,27 BOB NBR5007 G2L32 BbOL",TIRA REL,RELAMINADO
"TR REL 1,27 NBR5007 G2L32 BbOL",TIRA REL,RELAMINADO
"TR REL 1,30 BOB DIN1624 ST3LG BbOL",TIRA REL,RELAMINADO
"TR REL 1,30 BOB NBR5007 G2L32 BbOLRE",TIRA REL,RELAMINADO
"TR REL 1,30 BOB NBR5007 G2L40 BbOL",TIRA REL,RELAMINADO
"TR REL 1,30 BOB NBR5007 G2RL BbOL",TIRA REL,RELAMINADO
"TR REL 1,30 BOB NBR5007 G3RL BbOL",TIRA REL,RELAMINADO
"TR REL 1,35 BOB NBR6662 G1050CORL BfOL",TIRA REL,RELAMINADO
"TR REL 1,35 BOB NBR6662 G1050RSRL BbOL",TIRA REL,RELAMINADO
"TR REL 1,40 BOB DIN1624 ST3LG BbOL",TIRA REL,RELAMINADO
"TR REL 1,40 BOB NBR5007 G2L32 BbOL",TIRA REL,RELAMINADO
"TR REL 1,40 BOB NBR5007 G2L40 BbOL",TIRA REL,RELAMINADO
"TR REL 1,40 BOB NBR5007 G2RL BbOL",TIRA REL,RELAMINADO
"TR REL 1,40 BOB NBR5007 G3RL BbOL",TIRA REL,RELAMINADO
"TR REL 1,40 BOB NBR6662 G1070CORL BbOL",TIRA REL,RELAMINADO
"TR REL 1,40 NBR5007 G2L32 BbOL",TIRA REL,RELAMINADO
"TR REL 1,45 BOB NBR5007 G2L40 BbOL",TIRA REL,RELAMINADO
"TR REL 1,45 BOB NBR6662 G1045CORL BbOL",TIRA REL,RELAMINADO
"TR REL 1,45 BOB NBR6662 G1070CORL BbOL",TIRA REL,RELAMINADO
"TR REL 1,47 BOB NBR5007 G3RL BbOL",TIRA REL,RELAMINADO
"TR REL 1,48 BOB NBR5007 G2L40 BbOL",TIRA REL,RELAMINADO
"TR REL 1,48 BOB NBR6662 G1050CORL BbOL",TIRA REL,RELAMINADO
"TR REL 1,48 BOB NBR6662 G1050CORL BfOL",TIRA REL,RELAMINADO
"TR REL 1,48 BOB NBR6662 G1050RSRL BbOL",TIRA REL,RELAMINADO
"TR REL 1,48 BOB NBR6662 MCMD BfOL",TIRA REL,RELAMINADO
"TR REL 1,50 BOB DIN1624 ST3LG BbOL",TIRA REL,RELAMINADO
"TR REL 1,50 BOB NBR5007 G2L32 BbOL",TIRA REL,RELAMINADO
"TR REL 1,50 BOB NBR5007 G2L40 BbOL",TIRA REL,RELAMINADO
"TR REL 1,50 BOB NBR5007 G2L50 BbOL",TIRA REL,RELAMINADO
"TR REL 1,50 BOB NBR5007 G2L60 BfOL",TIRA REL,RELAMINADO
"TR REL 1,50 BOB NBR5007 G2L70 BbOL",TIRA REL,RELAMINADO
"TR REL 1,50 BOB NBR5007 G2RL BbOL",TIRA REL,RELAMINADO
"TR REL 1,50 BOB NBR5007 G2RL BbOL",TIRA REL,RELAMINADO
"TR REL 1,50 BOB NBR5007 G3RL BbOL",TIRA REL,RELAMINADO
"TR REL 1,50 BOB NBR5007 G4L32 BbOL",TIRA REL,RELAMINADO
"TR REL 1,50 BOB NBR5007 G4RL BbOL",TIRA REL,RELAMINADO
"TR REL 1,50 BOB NBR5007 G4RL BfOL",TIRA REL,RELAMINADO
"TR REL 1,50 BOB NBR6662 G1045CORL BbOL",TIRA REL,RELAMINADO
"TR REL 1,50 BOB NBR6662 G1050CORL BbOL",TIRA REL,RELAMINADO
"TR REL 1,50 BOB NBR6662 G1050CORL BfOL",TIRA REL,RELAMINADO
"TR REL 1,50 BOB NBR6662 G1050L BbOL",TIRA REL,RELAMINADO
"TR REL 1,50 BOB NBR6662 G1070CORL BbOL",TIRA REL,RELAMINADO
"TR REL 1,50 BOB NBR6662 G1075CORL BbOL",TIRA REL,RELAMINADO
"TR REL 1,50 NBR5007 G2L70 BbOL",TIRA REL,RELAMINADO
"TR REL 1,52 BOB NBR6662 G1045L BbOL",TIRA REL,RELAMINADO
"TR REL 1,55 BOB NBR5007 G2L40 BbOL",TIRA REL,RELAMINADO
"TR REL 1,56 BOB NBR5007 G2L40 BbOL",TIRA REL,RELAMINADO
"TR REL 1,58 BOB NBR6662 G1045CORL BbOL",TIRA REL,RELAMINADO
"TR REL 1,60 BOB NBR5007 G2L40 BbOL",TIRA REL,RELAMINADO
"TR REL 1,60 BOB NBR5007 G2L50 BbOL",TIRA REL,RELAMINADO
"TR REL 1,60 BOB NBR5007 G2RL BbOL",TIRA REL,RELAMINADO
"TR REL 1,60 BOB NBR5007 G3L32 BbOL",TIRA REL,RELAMINADO
"TR REL 1,60 BOB NBR5007 G3RL BbOL",TIRA REL,RELAMINADO
"TR REL 1,60 BOB NBR5007 G4RL BbOL",TIRA REL,RELAMINADO
"TR REL 1,60 BOB NBR6662 G1045CORL BbOL",TIRA REL,RELAMINADO
"TR REL 1,60 BOB NBR6662 G1050CORL BbOL",TIRA REL,RELAMINADO
"TR REL 1,61 BOB NBR6662 G1050CORL BbOL",TIRA REL,RELAMINADO
"TR REL 1,61 BOB NBR6662 G1050CORL BfOL",TIRA REL,RELAMINADO
"TR REL 1,63 BOB MD",TIRA REL,RELAMINADO
"TR REL 1,65 BOB NBR5007 G2L40 BbOL",TIRA REL,RELAMINADO
"TR REL 1,66 BOB NBR6662 G1050CORL BbOL",TIRA REL,RELAMINADO
"TR REL 1,70 BOB DIN1624 ST3LG BbOL",TIRA REL,RELAMINADO
"TR REL 1,70 BOB NBR5007 G2L32 BbOL",TIRA REL,RELAMINADO
"TR REL 1,70 BOB NBR5007 G2L40 BbOL",TIRA REL,RELAMINADO
"TR REL 1,70 BOB NBR5007 G2RL BbOL",TIRA REL,RELAMINADO
"TR REL 1,70 BOB NBR5007 G4RL BbOL",TIRA REL,RELAMINADO
"TR REL 1,70 BOB NBR5007 G4RL BbOL",TIRA REL,RELAMINADO
"TR REL 1,75 BOB MD",TIRA REL,RELAMINADO
"TR REL 1,75 BOB NBR6662 G1045CORL BbOL",TIRA REL,RELAMINADO
"TR REL 1,75 BOB NBR6662 G1050CORL BfOL",TIRA REL,RELAMINADO
"TR REL 1,80 BOB DIN1624 ST3LG BbOL",TIRA REL,RELAMINADO
"TR REL 1,80 BOB NBR5007 G2RL BbOL",TIRA REL,RELAMINADO
"TR REL 1,80 BOB NBR5007 G3RL BbOL",TIRA REL,RELAMINADO
"TR REL 1,80 BOB NBR6662 G1045CORL BbOL",TIRA REL,RELAMINADO
"TR REL 1,80 BOB NBR6662 G1045CORL BfOL",TIRA REL,RELAMINADO
"TR REL 1,80 BOB NBR6662 G1050COL BbOL",TIRA REL,RELAMINADO
"TR REL 1,80 BOB NBR6662 G1050CORL BfOL",TIRA REL,RELAMINADO
"TR REL 1,80 BOB NBR6662 G1050L Bb MOD",TIRA REL,RELAMINADO
"TR REL 1,83 BOB NBR5007 G3RL BbOL",TIRA REL,RELAMINADO
"TR REL 1,83 BOB NBR5007 G4RL BbOL",TIRA REL,RELAMINADO
"TR REL 1,85 BOB NBR5007 G2L70 BbOL",TIRA REL,RELAMINADO
"TR REL 1,90 BOB NBR5007 G2L32 BbOL",TIRA REL,RELAMINADO
"TR REL 1,90 BOB NBR5007 G2L40 BbOL",TIRA REL,RELAMINADO
"TR REL 1,90 BOB NBR5007 G2RL BbOL",TIRA REL,RELAMINADO
"TR REL 1,90 BOB NBR5007 G3RL BbOL",TIRA REL,RELAMINADO
"TR REL 1,90 BOB NBR5007 G4RL BbOL",TIRA REL,RELAMINADO
"TR REL 1,98 BOB NBR5007 G4RL BbOL",TIRA REL,RELAMINADO
"TR REL 2,00 BOB MD",TIRA REL,RELAMINADO
"TR REL 2,00 BOB NBR5007 G2L32 BbOL",TIRA REL,RELAMINADO
"TR REL 2,00 BOB NBR5007 G2L40 BbOL",TIRA REL,RELAMINADO
"TR REL 2,00 BOB NBR5007 G2L60 BbOL",TIRA REL,RELAMINADO
"TR REL 2,00 BOB NBR5007 G2L60 BbOL",TIRA REL,RELAMINADO
"TR REL 2,00 BOB NBR5007 G2RL BbOL",TIRA REL,RELAMINADO
"TR REL 2,00 BOB NBR5007 G3L40 BbOL",TIRA REL,RELAMINADO
"TR REL 2,00 BOB NBR5007 G3RL BbOL",TIRA REL,RELAMINADO
"TR REL 2,00 BOB NBR5007 G4RL BbOL",TIRA REL,RELAMINADO
"TR REL 2,00 BOB NBR5007 G4RL BbOL",TIRA REL,RELAMINADO
"TR REL 2,00 BOB NBR5007 G4RL BfOL",TIRA REL,RELAMINADO
"TR REL 2,00 BOB NBR6662 G1045CORL BbOL",TIRA REL,RELAMINADO
"TR REL 2,00 BOB NBR6662 G1045L BbOL",TIRA REL,RELAMINADO
"TR REL 2,00 BOB NBR6662 G1060CORL BbOL",TIRA REL,RELAMINADO
"TR REL 2,00 BOB SAE1020 CORL BbOL",TIRA REL,RELAMINADO
"TR REL 2,05 BOB NBR5007 G2L40 BbOL",TIRA REL,RELAMINADO
"TR REL 2,10 BOB NBR5007 G2L40 BbOL",TIRA REL,RELAMINADO
"TR REL 2,10 BOB NBR5007 G4RL BbOL",TIRA REL,RELAMINADO
"TR REL 2,13 BOB NBR5007 G2L32 BbOL",TIRA REL,RELAMINADO
"TR REL 2,15 BOB NBR5007 G4RL BbOL",TIRA REL,RELAMINADO
"TR REL 2,20 NBR6662 G1075CORL BbOL",TIRA REL,RELAMINADO
"TR REL 2,25 BOB CALIBRADA MOD OL",TIRA REL,RELAMINADO
"TR REL 2,25 BOB NBR5007 G2L32 BbOL",TIRA REL,RELAMINADO
"TR REL 2,25 BOB NBR5007 G2L40 BbOL",TIRA REL,RELAMINADO
"TR REL 2,25 BOB NBR5007 G4RL BbOL",TIRA REL,RELAMINADO
"TR REL 2,25 BOB NBR6662 G1045CORL BbOL",TIRA REL,RELAMINADO
"TR REL 2,25 BOB NBR6662 G1045RSRL BbOL",TIRA REL,RELAMINADO
"TR REL 2,25 BOB NBR6662 G1060CORL BbOL",TIRA REL,RELAMINADO
"TR REL 2,25 NBR5007 G4RL BbOL",TIRA REL,RELAMINADO
"TR REL 2,25 NBR6662 G1075CORL BbOL",TIRA REL,RELAMINADO
"TR REL 2,30 BOB NBR5007 G2L32 BbOL",TIRA REL,RELAMINADO
"TR REL 2,30 BOB NBR6662 G1045L BbOL",TIRA REL,RELAMINADO
"TR REL 2,35 BOB NBR5007 G2L60 BbOL",TIRA REL,RELAMINADO
"TR REL 2,36 BOB NBR5007 G2RL BbOL",TIRA REL,RELAMINADO
"TR REL 2,36 BOB NBR5007 G2RL BbOL",TIRA REL,RELAMINADO
"TR REL 2,36 NBR5007 G2RL BbOL",TIRA REL,RELAMINADO
"TR REL 2,40 BOB NBR5007 G2L32 BbOL",TIRA REL,RELAMINADO
"TR REL 2,40 BOB NBR5007 G2L40 BbOL",TIRA REL,RELAMINADO
"TR REL 2,40 BOB NBR5007 G2RL BbOL",TIRA REL,RELAMINADO
"TR REL 2,40 BOB NBR6662 G1045CORL BbOL",TIRA REL,RELAMINADO
"TR REL 2,40 BOB NBR6662 G1045RSRL BbOL",TIRA REL,RELAMINADO
"TR REL 2,50 BOB CALIBRADA OL",TIRA REL,RELAMINADO
"TR REL 2,50 BOB CALIBRADA OL ",TIRA REL,RELAMINADO
"TR REL 2,50 BOB NBR5007 G2L40 BbOL",TIRA REL,RELAMINADO
"TR REL 2,50 BOB NBR5007 G2RL BbOL",TIRA REL,RELAMINADO
"TR REL 2,50 BOB NBR5007 G2RL BbOL",TIRA REL,RELAMINADO
"TR REL 2,50 BOB NBR5007 G3L40 BbOL",TIRA REL,RELAMINADO
"TR REL 2,50 BOB NBR5007 G3RL BbOL",TIRA REL,RELAMINADO
"TR REL 2,50 BOB NBR5007 G4RL BbOL",TIRA REL,RELAMINADO
"TR REL 2,50 BOB NBR6656 LNE 38 RL BbOL",TIRA REL,RELAMINADO
"TR REL 2,50 BOB NBR6656 LNE 50 RL BbOL",TIRA REL,RELAMINADO
"TR REL 2,50 BOB NBR6662 G1045 CALIBRADA OL",TIRA REL,RELAMINADO
"TR REL 2,50 BOB NBR6662 G1045CORL BbOL",TIRA REL,RELAMINADO
"TR REL 2,50 BOB NBR6662 G1045CORL BfOL",TIRA REL,RELAMINADO
"TR REL 2,50 BOB NBR6662 G1045RSRL BbOL",TIRA REL,RELAMINADO
"TR REL 2,50 BOB NBR6662 G1060CORL BbOL",TIRA REL,RELAMINADO
"TR REL 2,50 NBR5007 G2RL BbOL",TIRA REL,RELAMINADO
"TR REL 2,50 NBR6662 G1075CORL BbOL",TIRA REL,RELAMINADO
"TR REL 2,55 BOB NBR5007 G2L40 BbOL",TIRA REL,RELAMINADO
"TR REL 2,55 BOB NBR5007 G4RL BfOL",TIRA REL,RELAMINADO
"TR REL 2,60 BOB NBR5007 G2L40 BbOL",TIRA REL,RELAMINADO
"TR REL 2,60 BOB NBR5007 G2RL BbOL",TIRA REL,RELAMINADO
"TR REL 2,60 BOB NBR5007 G4RL BbOL",TIRA REL,RELAMINADO
"TR REL 2,62 BOB NBR5007 G4RL BbOL",TIRA REL,RELAMINADO
"TR REL 2,65 BOB NBR5007 G2RL BbOL",TIRA REL,RELAMINADO
"TR REL 2,65 BOB NBR5007 G2RL BbOL",TIRA REL,RELAMINADO
"TR REL 2,65 BOB NBR5007 G4RL BbOL",TIRA REL,RELAMINADO
"TR REL 2,67 BOB NBR6662 G1045CORL BbOL",TIRA REL,RELAMINADO
"TR REL 2,67 BOB NBR6662 G1045RSRL BbOL",TIRA REL,RELAMINADO
"TR REL 2,69 BOB NBR5007 G2RL BbOL",TIRA REL,RELAMINADO
"TR REL 2,70 BOB NBR5007 G4RL BbOL",TIRA REL,RELAMINADO
